SEASON_RANK,NAME,TEAM,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR,SEASON_TYPE
2,T. Brady,TB,73.1,53.8,798,118.5,109.8,4.9,-8.7,3.8,72.2,2021,REGULAR
3,J. Herbert,LAC,70.9,53.8,808,120.3,100.5,14.9,-12.9,4.9,71.9,2021,REGULAR
4,M. Stafford,LAR,69.2,40.1,686,92.7,88.3,2.7,-13.1,1.7,69.6,2021,REGULAR
5,P. Mahomes,KC,67.7,43.9,803,108.3,85.5,18.1,-9.0,4.7,68.4,2021,REGULAR
6,J. Allen,BUF,66.3,42.4,828,110.8,80.9,29.5,-10.5,0.3,67.4,2021,REGULAR
7,K. Murray,ARI,63.2,21.0,632,74.1,61.6,10.4,-13.3,2.1,61.5,2021,REGULAR
8,R. Tannehill,TEN,61.8,22.5,680,80.8,59.5,16.8,-17.5,4.5,61.5,2021,REGULAR
9,C. Wentz,IND,60.6,19.5,648,74.3,58.3,9.6,-15.7,6.3,60.5,2021,REGULAR
10,R. Wilson,SEA,60.6,12.1,500,55.4,45.0,7.8,-15.2,2.6,58.5,2021,REGULAR
11,D. Prescott,DAL,60.5,27.5,721,85.8,90.2,-7.7,-10.7,3.4,63.2,2021,REGULAR
12,J. Burrow,CIN,60.2,25.1,642,79.4,68.1,9.6,-22.9,1.7,63.5,2021,REGULAR
13,J. Garoppolo,SF,59.2,12.0,530,57.8,56.6,-0.7,-11.7,1.9,58.0,2021,REGULAR
14,D. Carr,LV,58.4,21.0,747,83.9,72.1,3.6,-14.8,8.2,59.8,2021,REGULAR
15,K. Cousins,MIN,58.3,14.3,650,74.0,73.0,0.4,-13.3,0.5,57.7,2021,REGULAR
16,M. Jones,NE,56.9,11.4,631,62.9,60.6,-0.4,-13.8,2.7,56.4,2021,REGULAR
17,L. Jackson,BAL,56.8,11.1,574,62.7,43.7,18.2,-13.0,0.9,56.8,2021,REGULAR
18,T. Tagovailoa,MIA,55.7,9.6,471,51.8,46.8,4.3,-9.4,0.7,57.2,2021,REGULAR
19,J. Hurts,PHI,54.6,14.9,622,65.7,36.4,28.1,-10.9,1.2,58.4,2021,REGULAR
20,T. Bridgewater,DEN,53.4,10.1,519,52.5,43.5,5.7,-13.3,3.3,56.8,2021,REGULAR
21,M. Ryan,ATL,52.2,6.0,684,64.9,68.3,-6.4,-16.3,3.1,53.1,2021,REGULAR
22,D. Jones,NYG,47.5,0.7,472,41.7,32.1,5.4,-8.1,4.2,50.5,2021,REGULAR
23,T. Heinicke,WSH,45.8,-4.5,624,50.9,39.8,7.4,-15.0,3.6,47.4,2021,REGULAR
24,J. Goff,DET,45.5,-11.1,587,37.4,41.6,-4.6,-16.8,0.4,43.4,2021,REGULAR
25,B. Roethlisberger,PIT,41.3,-19.2,705,42.5,35.9,2.2,-13.9,4.4,40.5,2021,REGULAR
26,D. Mills,HOU,41.2,-12.9,471,25.9,23.5,-1.0,-12.0,3.4,40.5,2021,REGULAR
27,B. Mayfield,CLE,40.9,-14.2,529,34.4,26.9,5.5,-20.8,2.0,40.6,2021,REGULAR
28,T. Lawrence,JAX,39.1,-27.1,758,37.9,32.3,4.1,-11.7,1.5,37.6,2021,REGULAR
29,S. Darnold,CAR,38.8,-17.8,508,27.2,20.0,6.8,-12.4,0.4,37.9,2021,REGULAR
30,Z. Wilson,NYJ,33.4,-24.4,472,17.9,7.3,5.5,-18.5,5.1,32.5,2021,REGULAR
31,J. Fields,CHI,31.4,-22.4,397,13.7,6.5,5.1,-15.3,2.1,31.0,2021,REGULAR
1,J. Allen,BUF,95.5,18.5,83,23.8,17.1,6.9,-0.9,-0.1,95.9,2021,POST
2,P. Mahomes,KC,82.6,14.8,150,27.8,20.2,7.2,-3.5,0.4,80.2,2021,POST
3,M. Stafford,LAR,71.4,11.1,171,24.9,23.1,1.5,-2.7,0.3,71.4,2021,POST
4,M. Jones,NE,60.0,-1.0,46,1.8,0.1,1.5,-0.6,0.2,42.5,2021,POST
5,J. Garoppolo,SF,57.8,-0.5,92,8.1,7.6,0.0,-2.0,0.5,48.0,2021,POST
6,J. Burrow,CIN,51.0,-0.6,177,16.3,11.1,5.5,-8.7,-0.3,48.8,2021,POST
7,D. Carr,LV,46.4,-1.5,62,4.3,2.3,1.3,-1.7,0.8,41.8,2021,POST
8,D. Prescott,DAL,32.4,-2.7,56,2.6,1.1,2.0,-1.9,-0.6,33.8,2021,POST
9,T. Brady,TB,30.4,-6.3,100,2.6,3.7,0.0,-2.2,-1.1,29.1,2021,POST
10,J. Hurts,PHI,24.0,-4.7,55,0.4,0.3,0.2,-0.5,0.0,22.9,2021,POST
11,A. Rodgers,GB,22.6,-3.0,36,0.5,0.7,0.0,-1.9,-0.2,23.8,2021,POST
12,B. Roethlisberger,PIT,15.7,-5.2,49,-0.2,0.3,-0.4,-0.8,-0.1,18.1,2021,POST
13,R. Tannehill,TEN,12.8,-3.8,29,-0.9,0.3,-1.1,-0.5,-0.1,13.8,2021,POST
14,K. Murray,ARI,9.9,-8.1,42,-2.4,-2.6,0.3,-0.9,-0.1,6.0,2021,POST
1,P. Mahomes,KC,79.0,71.4,763,132.8,106.5,24.9,-10.7,1.5,79.0,2022,REGULAR
2,J. Allen,BUF,73.4,60.0,746,120.1,74.1,43.9,-12.1,2.2,75.7,2022,REGULAR
3,T. Tagovailoa,MIA,70.6,27.5,456,63.5,57.4,3.4,-8.9,2.8,70.1,2022,REGULAR
4,J. Hurts,PHI,68.3,42.8,683,95.7,54.7,38.7,-13.9,2.3,70.8,2022,REGULAR
5,J. Goff,DET,63.3,28.8,668,78.5,79.1,-3.9,-9.9,3.2,64.8,2022,REGULAR
6,D. Jones,NYG,62.9,27.5,665,81.1,53.0,26.8,-15.4,1.3,64.2,2022,REGULAR
7,G. Smith,SEA,62.8,30.5,725,89.7,76.1,11.5,-18.9,2.0,64.5,2022,REGULAR
8,J. Brissett,CLE,62.0,15.3,466,51.5,35.5,12.5,-9.2,3.6,61.4,2022,REGULAR
9,L. Jackson,BAL,61.1,11.9,478,53.0,29.8,22.2,-8.9,1.0,58.7,2022,REGULAR
10,J. Burrow,CIN,60.8,19.3,750,79.6,63.5,13.3,-16.0,2.8,59.0,2022,REGULAR
11,J. Herbert,LAC,60.2,27.3,812,95.2,90.9,2.5,-15.5,1.8,61.7,2022,REGULAR
12,D. Prescott,DAL,59.9,16.7,480,56.6,48.5,5.3,-8.3,2.7,62.0,2022,REGULAR
13,M. Mariota,ATL,57.7,8.7,430,44.7,32.2,9.9,-12.2,2.6,57.1,2022,REGULAR
14,D. Carr,LV,57.6,11.2,591,62.3,55.0,4.7,-11.6,2.6,56.7,2022,REGULAR
15,J. Fields,CHI,56.3,13.4,556,59.2,10.0,46.5,-20.9,2.8,58.5,2022,REGULAR
16,J. Garoppolo,SF,56.3,8.7,367,38.5,38.8,-2.0,-9.2,1.8,58.3,2022,REGULAR
17,T. Lawrence,JAX,56.1,11.7,711,69.6,66.0,1.6,-11.7,2.0,55.8,2022,REGULAR
18,T. Brady,TB,54.6,10.7,823,77.0,77.5,-3.4,-10.4,3.0,54.6,2022,REGULAR
19,K. Murray,ARI,53.6,7.7,512,49.0,30.0,19.2,-10.3,-0.2,55.3,2022,REGULAR
20,K. Pickett,PIT,53.6,3.4,496,43.2,36.5,5.2,-9.6,1.6,52.4,2022,REGULAR
21,A. Dalton,NO,53.1,2.7,453,39.7,40.5,-2.0,-12.4,1.2,52.1,2022,REGULAR
22,M. Stafford,LAR,52.3,-1.7,362,27.4,26.5,0.3,-11.0,0.5,48.3,2022,REGULAR
23,K. Cousins,MIN,52.3,9.1,771,71.5,63.8,4.7,-17.0,3.0,54.1,2022,REGULAR
24,R. Tannehill,TEN,51.2,1.4,416,36.2,30.0,5.3,-14.3,0.9,51.2,2022,REGULAR
25,M. Ryan,IND,44.9,-8.0,554,39.0,38.5,-0.4,-17.0,0.9,44.9,2022,REGULAR
26,A. Rodgers,GB,41.3,-10.6,624,42.6,36.5,2.4,-16.4,3.7,44.0,2022,REGULAR
27,R. Wilson,DEN,38.7,-18.5,642,37.3,20.0,11.9,-24.0,5.5,40.0,2022,REGULAR
28,M. Jones,NE,38.4,-18.8,538,27.9,25.6,2.3,-14.5,0.0,37.9,2022,REGULAR
29,D. Mills,HOU,35.0,-23.3,573,24.8,23.1,-1.2,-12.7,2.9,36.0,2022,REGULAR
30,C. Wentz,WSH,34.4,-14.3,352,14.1,9.8,3.5,-11.4,0.7,36.0,2022,REGULAR
31,B. Mayfield,LAR,26.3,-31.0,417,6.0,5.7,-0.9,-14.5,1.2,25.9,2022,REGULAR
1,K. Cousins,MIN,86.1,5.9,42,9.6,9.4,0.2,0.0,0.0,87.9,2022,POST
2,P. Mahomes,KC,84.0,13.3,118,23.7,19.6,3.0,-1.4,1.1,83.1,2022,POST
3,D. Prescott,DAL,83.1,7.1,85,12.6,8.6,4.2,-0.8,-0.2,76.6,2022,POST
4,J. Hurts,PHI,78.1,12.5,134,21.9,15.6,5.5,-0.8,0.7,78.9,2022,POST
5,T. Huntley,BAL,75.0,2.0,40,5.5,5.4,0.1,-1.0,0.0,67.3,2022,POST
6,B. Purdy,SF,70.8,4.3,78,10.7,9.5,0.6,-1.7,0.6,68.6,2022,POST
7,G. Smith,SEA,67.3,0.9,46,3.5,3.6,0.2,-1.4,-0.4,56.5,2022,POST
8,D. Jones,NYG,62.9,2.7,90,8.7,3.7,5.0,-3.4,0.0,60.4,2022,POST
9,J. Burrow,CIN,53.8,0.1,146,12.9,10.4,2.7,-3.8,-0.2,50.2,2022,POST
10,J. Herbert,LAC,47.7,0.0,50,3.6,2.8,0.9,-1.2,-0.1,50.2,2022,POST
11,T. Lawrence,JAX,43.0,-1.3,99,6.6,3.1,3.5,-1.8,0.0,45.2,2022,POST
12,J. Allen,BUF,40.5,-1.1,104,7.3,5.7,1.5,-3.2,0.1,46.1,2022,POST
13,T. Brady,TB,25.4,-6.1,70,0.2,0.3,-0.1,-0.3,0.0,22.7,2022,POST
14,S. Thompson,MIA,23.3,-7.0,57,-1.7,-1.4,-0.4,-2.0,0.0,15.1,2022,POST
1,B. Purdy,SF,73.4,37.2,530,76.9,66.8,9.1,-10.2,1.0,73.0,2023,REGULAR
2,D. Prescott,DAL,73.4,57.0,724,106.7,91.6,10.6,-16.3,4.5,75.3,2023,REGULAR
3,J. Allen,BUF,70.3,41.2,744,102.7,71.6,31.2,-9.5,-0.1,68.6,2023,REGULAR
4,L. Jackson,BAL,65.4,29.3,676,84.0,60.4,19.8,-14.1,3.8,64.9,2023,REGULAR
5,J. Herbert,LAC,64.8,22.2,564,69.8,58.7,10.5,-13.1,0.6,63.6,2023,REGULAR
6,M. Stafford,LAR,64.2,22.7,607,71.6,65.6,1.7,-12.7,4.3,62.9,2023,REGULAR
7,K. Cousins,MIN,64.0,15.9,364,46.4,43.3,0.0,-7.6,3.1,65.0,2023,REGULAR
8,P. Mahomes,KC,63.9,31.9,724,92.1,66.6,21.6,-10.2,3.9,65.1,2023,REGULAR
9,J. Love,GB,62.9,26.4,699,82.2,76.5,1.4,-12.6,4.4,63.1,2023,REGULAR
10,T. Tagovailoa,MIA,61.5,18.8,659,70.6,75.2,-7.0,-10.4,2.4,60.0,2023,REGULAR
11,J. Goff,DET,61.1,21.4,690,72.3,73.4,-2.0,-10.8,0.9,60.8,2023,REGULAR
12,J. Hurts,PHI,60.9,22.2,773,86.9,67.1,16.4,-12.9,3.3,60.0,2023,REGULAR
13,G. Minshew,IND,60.4,13.3,587,60.9,54.1,3.2,-13.8,3.6,58.0,2023,REGULAR
14,G. Smith,SEA,60.3,16.8,602,67.9,61.7,5.7,-12.6,0.6,59.8,2023,REGULAR
15,C.J. Stroud,HOU,58.3,13.3,613,63.1,57.9,4.4,-17.4,0.8,57.6,2023,REGULAR
16,D. Carr,NO,57.3,15.2,634,65.8,70.1,-5.1,-14.2,0.8,58.4,2023,REGULAR
17,T. Lawrence,JAX,56.9,8.4,727,67.3,58.6,1.2,-13.7,7.5,54.1,2023,REGULAR
18,B. Mayfield,TB,55.1,11.5,698,68.2,59.4,5.2,-14.6,3.6,55.8,2023,REGULAR
19,J. Dobbs,MIN,52.7,2.7,556,46.7,21.4,22.0,-13.3,3.3,51.7,2023,REGULAR
20,J. Burrow,CIN,52.4,1.3,431,38.0,32.1,3.5,-11.2,2.4,51.1,2023,REGULAR
21,R. Wilson,DEN,51.5,0.0,596,48.5,30.3,12.6,-18.9,5.7,50.0,2023,REGULAR
22,K. Murray,ARI,48.0,-1.0,354,27.0,21.3,5.3,-6.6,0.4,49.0,2023,REGULAR
23,J. Fields,CHI,46.9,-2.3,567,43.6,24.0,19.6,-18.8,0.0,48.6,2023,REGULAR
24,S. Howell,WSH,43.2,-14.3,765,49.7,31.8,14.6,-25.5,3.3,43.4,2023,REGULAR
25,A. O'Connell,LV,41.3,-10.8,390,21.3,20.3,-0.1,-9.9,1.2,40.4,2023,REGULAR
26,D. Ridder,ATL,40.8,-10.1,496,33.2,27.6,3.4,-12.4,2.2,42.8,2023,REGULAR
27,K. Pickett,PIT,38.9,-16.6,389,17.6,12.0,3.1,-11.3,2.6,35.4,2023,REGULAR
28,M. Jones,NE,37.5,-14.6,413,21.6,20.6,1.4,-8.8,-0.5,37.7,2023,REGULAR
29,B. Young,CAR,34.1,-28.8,670,28.0,6.9,18.3,-26.9,2.8,35.2,2023,REGULAR
30,Z. Wilson,NYJ,31.3,-25.9,474,15.8,13.3,0.2,-20.4,2.3,31.6,2023,REGULAR
1,P. Mahomes,KC,86.9,21.0,180,36.6,28.4,8.0,-1.7,0.3,83.9,2023,POST
2,C.J. Stroud,HOU,83.0,4.2,67,9.1,9.6,-0.6,0.0,0.2,70.7,2023,POST
3,J. Allen,BUF,80.0,8.0,92,15.6,9.2,6.5,-0.5,-0.1,77.4,2023,POST
4,J. Love,GB,78.6,4.6,65,9.9,10.2,-2.7,0.0,2.4,73.3,2023,POST
5,M. Stafford,LAR,75.3,3.7,41,7.4,7.3,0.0,-0.7,0.1,78.4,2023,POST
6,B. Purdy,SF,74.4,10.8,128,22.2,17.8,4.3,-1.8,0.1,76.7,2023,POST
7,L. Jackson,BAL,74.4,7.1,88,14.4,5.4,8.8,-2.4,0.1,75.8,2023,POST
8,J. Goff,DET,66.6,6.6,124,16.8,16.0,0.4,-3.1,0.4,68.0,2023,POST
9,J. Flacco,CLE,55.7,1.0,54,4.3,4.0,0.4,-1.1,-0.1,56.6,2023,POST
10,B. Mayfield,TB,50.1,2.1,93,9.7,8.2,1.3,-4.4,0.1,58.1,2023,POST
11,D. Prescott,DAL,43.7,0.1,73,3.5,1.8,1.7,-1.0,0.0,50.3,2023,POST
12,M. Rudolph,PIT,41.0,-1.8,44,1.7,0.7,0.8,-0.5,0.2,35.8,2023,POST
13,J. Hurts,PHI,40.8,-1.2,42,2.3,3.9,-1.1,-0.8,-0.5,40.0,2023,POST
14,T. Tagovailoa,MIA,15.7,-6.9,47,-1.6,-1.9,0.5,-0.6,-0.2,11.2,2023,POST
1,L. Jackson,BAL,77.3,57.6,661,107.9,86.8,20.1,-10.1,1.0,77.4,_,REGULAR
2,J. Allen,BUF,77.3,53.9,642,101.0,71.3,28.4,-5.5,1.3,76.6,_,REGULAR
3,J. Burrow,CIN,74.7,59.4,788,122.6,106.5,13.3,-21.9,2.9,74.4,_,REGULAR
4,J. Daniels,WSH,70.6,47.3,698,98.4,53.6,42.2,-17.9,2.6,72.3,_,REGULAR
5,J. Love,GB,69.3,23.9,501,58.0,46.8,4.0,-5.8,7.1,66.2,_,REGULAR
6,J. Goff,DET,68.4,31.1,617,75.5,71.4,4.3,-13.1,-0.2,67.1,_,REGULAR
7,B. Purdy,SF,67.9,29.9,578,74.3,59.9,13.3,-11.4,1.1,67.5,_,REGULAR
8,P. Mahomes,KC,67.6,39.4,698,98.3,69.8,25.1,-15.5,3.4,69.0,_,REGULAR
9,K. Murray,ARI,66.5,29.3,693,82.9,60.3,19.3,-12.1,3.3,64.5,_,REGULAR
10,J. Hurts,PHI,65.6,29.2,558,73.7,45.3,28.2,-15.3,0.3,67.7,_,REGULAR
11,J. Herbert,LAC,64.8,33.1,640,82.8,69.7,10.0,-15.2,3.1,67.5,_,REGULAR
12,M. Stafford,LAR,64.7,22.8,604,71.7,60.3,5.0,-11.4,6.5,63.0,_,REGULAR
13,B. Mayfield,TB,61.6,30.3,713,83.5,67.7,14.2,-18.5,1.5,64.6,_,REGULAR
14,S. Darnold,MIN,60.4,20.4,703,76.7,64.4,5.9,-20.0,6.5,60.1,_,REGULAR
15,T. Tagovailoa,MIA,60.3,16.0,465,51.9,45.6,4.7,-9.8,1.6,61.9,_,REGULAR
16,T. Lawrence,JAX,59.5,6.7,350,33.1,23.9,7.2,-7.7,2.0,56.7,_,REGULAR
17,D. Maye,NE,58.6,9.8,475,43.2,27.1,14.7,-13.3,1.3,57.3,_,REGULAR
18,B. Nix,DEN,56.8,15.6,708,69.1,49.9,17.7,-9.6,1.5,57.7,_,REGULAR
19,J. Winston,CLE,55.6,3.0,370,30.8,25.7,6.7,-8.4,-1.6,52.8,_,REGULAR
20,B. Young,CAR,54.1,10.4,496,44.8,33.4,12.0,-10.9,-0.5,57.4,_,REGULAR
21,G. Smith,SEA,53.8,9.7,739,69.3,57.3,7.7,-23.3,4.3,54.6,_,REGULAR
22,R. Wilson,PIT,51.3,2.8,429,38.4,31.7,3.9,-13.7,2.8,52.3,_,REGULAR
23,K. Cousins,ATL,50.4,1.6,528,46.0,49.5,-6.1,-11.9,2.6,51.1,_,REGULAR
24,C.J. Stroud,HOU,49.8,0.0,672,55.8,53.3,-0.3,-22.9,2.8,50.0,_,REGULAR
25,A. Rodgers,NYJ,48.0,-6.3,692,51.7,43.2,5.7,-19.6,2.8,46.8,_,REGULAR
26,D. Jones,MIN,47.8,-3.6,459,34.5,26.5,5.5,-12.0,2.5,47.2,_,REGULAR
27,A. Richardson Sr.,IND,47.4,-6.1,375,24.9,8.8,15.9,-5.6,0.2,44.2,_,REGULAR
28,C. Williams,CHI,46.7,-11.2,771,50.4,37.9,10.1,-26.4,2.5,44.9,_,REGULAR
29,D. Prescott,DAL,45.3,-4.9,351,22.3,19.7,2.4,-6.9,0.2,45.1,_,REGULAR
30,C. Rush,DAL,41.0,-7.1,360,21.2,22.7,-3.8,-3.8,2.4,43.0,_,REGULAR
31,G. Minshew,LV,38.1,-14.5,371,17.0,12.4,1.0,-12.1,3.6,36.6,_,REGULAR
32,W. Levis,TEN,27.8,-31.9,426,5.1,8.3,-3.7,-15.1,0.5,25.7,_,REGULAR
1,J. Daniels,WSH,86.0,18.9,160,29.8,23.6,5.0,-1.9,1.2,84.2,_,POST
2,L. Jackson,BAL,84.8,8.3,74,13.7,8.9,5.1,-1.7,-0.3,83.0,_,POST
3,J. Allen,BUF,77.2,10.5,123,20.2,15.7,4.1,-1.9,0.4,76.9,_,POST
4,B. Nix,DEN,66.6,1.2,30,3.0,2.1,0.9,-0.6,-0.1,63.8,_,POST
5,J. Hurts,PHI,65.4,7.2,148,18.3,12.2,5.6,-6.5,0.4,66.6,_,POST
6,C.J. Stroud,HOU,64.9,3.0,84,9.7,5.3,4.3,-5.2,0.1,62.2,_,POST
7,B. Mayfield,TB,63.9,1.5,29,4.0,6.7,-2.7,-0.3,0.0,67.0,_,POST
8,P. Mahomes,KC,62.3,3.4,120,11.3,7.8,3.5,-3.8,0.0,59.9,_,POST
9,M. Stafford,LAR,57.2,-0.6,85,6.4,8.9,-2.9,-2.8,0.4,47.5,_,POST
10,R. Wilson,PIT,45.7,-1.3,37,1.6,2.4,-0.7,-1.2,-0.1,37.9,_,POST
11,J. Goff,DET,40.9,-0.7,41,2.1,2.0,0.2,-0.9,-0.1,44.2,_,POST
12,J. Love,GB,38.1,-2.6,40,0.8,-0.1,0.3,-0.9,0.6,28.4,_,POST
13,S. Darnold,MIN,13.6,-7.8,54,-2.0,-3.0,0.9,-3.9,0.1,11.5,_,POST
14,J. Herbert,LAC,12.8,-6.5,37,-2.7,-2.9,0.0,-1.5,0.2,7.8,_,POST
