WEEK_RANK,NAME,TEAM,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR,SEASON_TYPE
18,C. Palmer,CIN,10,L23-17at IND,53.1,0.0,46,2.8,1.8,0.0,-0.9,0.2,49.9,2010,REGULAR
19,B. Roethlisberger,PIT,10,L39-26vs. NE,51.4,0.1,57,3.2,-0.6,1.2,-1.8,0.8,50.7,2010,REGULAR
20,P. Manning,IND,10,W23-17vs. CIN,49.9,0.4,40,3.3,2.5,0.0,-0.4,0.4,53.8,2010,REGULAR
21,C. Henne,MIA,10,W29-17vs. TEN,46.7,0.3,32,2.8,3.4,-0.5,-0.4,-0.5,53.1,2010,REGULAR
22,V. Young,TEN,10,L29-17at MIA,43.9,-0.9,22,0.7,-0.3,-0.1,-1.1,0.0,35.3,2010,REGULAR
23,T. Smith,SF,10,W23-20vs. STL,41.4,-1.4,42,2.0,-1.5,-0.4,-3.1,0.8,38.8,2010,REGULAR
24,R. Fitzpatrick,BUF,10,W14-12vs. DET,38.8,-0.3,27,1.8,0.7,0.0,-0.7,0.4,46.4,2010,REGULAR
25,J. Clausen,CAR,10,L31-16at TB,34.6,-2.7,40,0.4,0.4,-0.5,-0.9,-0.3,27.9,2010,REGULAR
26,S. Hill,DET,10,L14-12at BUF,31.1,-1.7,59,2.8,2.6,-0.3,-0.7,-0.3,40.0,2010,REGULAR
27,D. Anderson,ARI,10,L36-18vs. SEA,26.7,-3.4,54,0.5,-1.2,0.0,-1.9,-0.1,28.9,2010,REGULAR
28,B. Favre,MIN,10,L27-13at CHI,20.5,-4.4,35,-1.3,-2.4,0.0,-0.1,1.1,14.3,2010,REGULAR
29,D. McNabb,WSH,10,L59-28vs. PHI,15.9,-3.5,37,-0.2,-0.2,0.0,-0.2,-0.1,20.5,2010,REGULAR
1,D. Brees,NO,11,W34-19vs. SEA,97.0,11.2,44,10.9,10.9,0.0,0.0,0.1,97.3,2010,REGULAR
2,B. Roethlisberger,PIT,11,W35-3vs. OAK,94.7,7.9,35,8.3,4.1,3.2,-0.8,0.2,96.0,2010,REGULAR
3,A. Rodgers,GB,11,W31-3at MIN,92.2,6.4,37,7.7,5.4,1.1,-1.2,0.0,92.1,2010,REGULAR
4,P. Manning,IND,11,L31-28at NE,91.6,7.8,53,10.5,10.6,0.0,0.0,-0.2,88.9,2010,REGULAR
5,M. Hasselbeck,SEA,11,L34-19at NO,89.3,7.0,48,7.9,8.2,0.2,0.0,-0.5,88.8,2010,REGULAR
6,J. Kitna,DAL,11,W35-19vs. DET,83.4,4.9,36,7.5,3.6,3.1,-1.0,-0.2,87.2,2010,REGULAR
7,J. Freeman,TB,11,W21-0at SF,82.4,2.6,27,4.3,2.3,1.1,-0.9,0.0,79.4,2010,REGULAR
8,R. Fitzpatrick,BUF,11,W49-31at CIN,80.5,3.6,39,5.4,3.9,0.8,-0.5,0.1,78.5,2010,REGULAR
9,P. Rivers,SD,11,W35-14vs. DEN,80.0,4.0,30,4.4,3.7,0.4,-0.5,-0.1,87.0,2010,REGULAR
10,T. Brady,NE,11,W31-28vs. IND,79.0,2.9,28,4.5,5.3,-1.4,-0.4,0.1,81.4,2010,REGULAR
11,M. Sanchez,NYJ,11,W30-27vs. HOU,77.2,6.5,44,9.4,5.3,2.5,-1.4,0.2,89.0,2010,REGULAR
12,J. Cutler,CHI,11,W16-0at MIA,73.0,1.5,34,3.7,1.3,1.8,-1.1,-0.4,65.3,2010,REGULAR
13,S. Hill,DET,11,L35-19at DAL,72.1,3.4,50,6.6,4.8,0.0,-2.0,-0.2,72.3,2010,REGULAR
14,D. McNabb,WSH,11,W19-16at TEN,68.3,3.1,58,7.7,6.4,-0.6,-1.6,0.3,67.9,2010,REGULAR
15,J. Flacco,BAL,11,W37-13at CAR,67.7,1.8,40,4.1,3.8,-1.0,-1.3,0.0,65.4,2010,REGULAR
16,M. Cassel,KC,11,W31-13vs. ARI,63.4,1.1,27,2.7,2.5,0.0,0.0,0.1,63.8,2010,REGULAR
17,C. Palmer,CIN,11,L49-31vs. BUF,61.2,3.3,41,5.6,4.9,1.0,0.0,-0.3,75.5,2010,REGULAR
18,M. Schaub,HOU,11,L30-27at NYJ,58.4,0.1,35,2.6,2.3,-0.1,-0.4,0.0,50.9,2010,REGULAR
19,V. Young,TEN,11,L19-16vs. WSH,53.9,0.5,20,2.1,2.7,-1.3,-0.7,0.0,58.6,2010,REGULAR
20,M. Vick,PHI,11,W27-17vs. NYG,50.8,-1.1,57,3.3,0.7,0.9,-1.6,0.1,43.0,2010,REGULAR
21,E. Manning,NYG,11,L27-17at PHI,50.3,0.1,36,2.8,1.5,0.3,0.0,1.0,51.4,2010,REGULAR
22,D. Anderson,ARI,11,L31-13at KC,50.2,-1.3,51,1.7,2.5,0.0,-0.3,-1.1,41.0,2010,REGULAR
23,C. McCoy,CLE,11,L24-20at JAX,29.5,-0.8,37,2.0,-3.6,2.3,-3.3,0.0,42.1,2010,REGULAR
24,B. Gradkowski,OAK,11,L35-3at PIT,28.9,-2.6,29,-0.1,-0.4,0.1,-0.2,0.0,22.0,2010,REGULAR
25,T. Smith,SF,11,L21-0vs. TB,26.8,-3.2,43,0.2,-2.2,0.9,-1.2,0.3,26.2,2010,REGULAR
26,K. Orton,DEN,11,L35-14at SD,25.3,-4.7,47,-0.9,-2.7,0.1,-1.7,0.0,19.4,2010,REGULAR
27,D. Garrard,JAX,11,W24-20vs. CLE,19.7,-3.0,41,0.2,-1.1,-0.8,-2.1,0.1,26.0,2010,REGULAR
28,B. Favre,MIN,11,L31-3vs. GB,18.7,-5.6,43,-1.4,-1.4,-0.3,-0.3,0.0,13.5,2010,REGULAR
29,J. Campbell,OAK,11,L35-3at PIT,17.7,-3.8,28,-1.2,-3.4,0.0,-1.5,0.7,13.0,2010,REGULAR
30,B. St. Pierre,CAR,11,L37-13vs. BAL,10.9,-4.9,33,-1.6,-2.4,0.0,-0.6,0.1,11.0,2010,REGULAR
31,T. Thigpen,MIA,11,L16-0vs. CHI,7.4,-8.0,42,-3.1,-3.7,-1.5,-2.1,0.0,6.4,2010,REGULAR
1,M. Cassel,KC,12,W42-24at SEA,95.2,7.2,36,9.0,8.5,0.7,0.0,-0.2,94.4,2010,REGULAR
2,M. Ryan,ATL,12,W20-17vs. GB,93.3,5.1,32,7.6,6.3,0.0,-1.3,0.0,90.5,2010,REGULAR
3,T. Brady,NE,12,W45-24at DET,93.2,6.6,35,8.6,7.3,0.0,-0.6,0.7,93.4,2010,REGULAR
4,S. Bradford,STL,12,W36-33at DEN,91.3,7.7,42,8.8,8.5,0.0,-0.2,0.2,93.0,2010,REGULAR
5,A. Rodgers,GB,12,L20-17at ATL,85.7,6.1,48,9.7,10.0,-0.4,-0.2,-0.1,85.6,2010,REGULAR
6,D. Garrard,JAX,12,L24-20at NYG,84.2,3.6,47,7.3,-0.3,5.6,-1.8,0.2,74.7,2010,REGULAR
7,J. Cutler,CHI,12,W31-26vs. PHI,82.7,4.0,30,5.3,3.3,0.2,-2.1,-0.3,86.8,2010,REGULAR
8,M. Schaub,HOU,12,W20-0vs. TEN,80.1,4.6,39,6.5,5.8,0.0,-0.4,0.3,83.9,2010,REGULAR
9,D. Brees,NO,12,W30-27at DAL,75.4,3.5,44,6.5,5.3,0.0,-1.2,0.0,75.6,2010,REGULAR
10,K. Orton,DEN,12,L36-33vs. STL,65.3,1.7,47,3.7,3.1,0.0,-0.7,-0.1,62.8,2010,REGULAR
11,C. Henne,MIA,12,W33-17at OAK,64.4,1.7,38,4.7,2.4,0.0,-2.0,0.3,65.0,2010,REGULAR
12,T. Smith,SF,12,W27-6at ARI,61.4,0.4,31,2.1,1.3,0.6,-0.3,-0.1,55.1,2010,REGULAR
13,B. Favre,MIN,12,W17-13at WSH,59.4,0.6,30,3.0,1.5,0.5,-1.0,-0.1,57.2,2010,REGULAR
14,P. Rivers,SD,12,W36-14at IND,58.6,0.4,26,2.2,-0.1,0.5,-1.9,0.0,55.5,2010,REGULAR
15,J. Flacco,BAL,12,W17-10vs. TB,56.1,0.7,44,3.6,1.6,-0.4,-2.0,0.4,55.3,2010,REGULAR
16,S. Hill,DET,12,L45-24vs. NE,56.0,0.8,53,4.0,2.0,1.9,-0.1,-0.1,55.4,2010,REGULAR
17,B. Roethlisberger,PIT,12,W19-16at BUF,54.8,1.8,43,5.0,1.4,1.7,-2.2,-0.4,64.1,2010,REGULAR
18,R. Fitzpatrick,BUF,12,L19-16vs. PIT,46.1,-0.8,50,3.1,2.2,-0.8,-1.2,0.4,44.0,2010,REGULAR
19,C. Palmer,CIN,12,L26-10at NYJ,43.8,-1.7,43,1.5,1.2,-0.5,-0.6,0.1,36.5,2010,REGULAR
20,J. Freeman,TB,12,L17-10at BAL,41.8,-1.8,44,1.4,0.4,1.2,0.0,-0.2,35.6,2010,REGULAR
21,J. Kitna,DAL,12,L30-27vs. NO,36.9,-0.9,48,2.6,4.0,-1.4,-0.2,-0.1,43.2,2010,REGULAR
22,M. Hasselbeck,SEA,12,L42-24vs. KC,36.8,-1.8,40,1.2,0.3,0.0,-1.0,-0.1,34.7,2010,REGULAR
23,D. McNabb,WSH,12,L17-13vs. MIN,35.2,-1.1,43,2.4,1.5,0.2,-1.2,-0.5,41.3,2010,REGULAR
24,P. Manning,IND,12,L36-14vs. SD,29.0,-3.4,50,0.5,-0.1,0.0,-0.3,0.2,27.6,2010,REGULAR
25,M. Vick,PHI,12,L31-26at CHI,24.3,-6.2,56,-1.3,-2.7,-1.2,-2.6,0.0,17.2,2010,REGULAR
26,J. Delhomme,CLE,12,W24-23vs. CAR,23.9,-2.9,41,0.4,0.2,-0.3,-0.5,0.0,27.2,2010,REGULAR
27,M. Sanchez,NYJ,12,W26-10vs. CIN,21.8,-2.4,30,0.0,-1.1,0.0,-1.1,0.0,24.6,2010,REGULAR
28,E. Manning,NYG,12,W24-20vs. JAX,21.7,-0.9,28,1.3,2.7,-1.1,0.0,-0.3,38.8,2010,REGULAR
29,J. Clausen,CAR,12,L24-23at CLE,17.5,-3.3,32,-0.7,-2.1,0.0,-1.4,0.0,18.7,2010,REGULAR
30,B. Gradkowski,OAK,12,L33-17vs. MIA,16.1,-4.3,35,-1.1,-1.1,0.0,-0.1,-0.1,15.0,2010,REGULAR
31,D. Anderson,ARI,12,L27-6vs. SF,8.3,-6.1,37,-2.0,-0.7,-1.6,-0.3,0.0,9.0,2010,REGULAR
32,R. Smith,TEN,12,L20-0at HOU,3.7,-7.0,37,-2.7,-2.9,0.0,-0.2,0.1,6.5,2010,REGULAR
1,J. Campbell,OAK,13,W28-13at SD,97.4,6.3,27,6.1,2.1,3.8,-0.1,0.1,96.4,2010,REGULAR
2,T. Brady,NE,13,W45-3vs. NYJ,94.5,7.0,35,5.9,4.0,0.2,-0.8,1.0,94.4,2010,REGULAR
3,D. Brees,NO,13,W34-30at CIN,94.2,6.4,34,9.0,7.9,0.0,-1.4,-0.3,93.6,2010,REGULAR
4,J. Cutler,CHI,13,W24-20at DET,82.0,3.9,36,6.7,2.7,1.3,-2.5,0.1,82.5,2010,REGULAR
5,C. Palmer,CIN,13,L34-30vs. NO,79.5,4.6,41,7.6,6.0,0.0,-0.9,0.7,83.0,2010,REGULAR
6,A. Rodgers,GB,13,W34-16vs. SF,79.3,4.3,43,6.9,3.4,2.0,-1.6,-0.2,80.6,2010,REGULAR
7,J. Kitna,DAL,13,W38-35at IND,71.3,1.8,32,4.2,3.0,0.2,-1.1,-0.1,68.6,2010,REGULAR
8,M. Schaub,HOU,13,L34-24at PHI,70.5,2.9,45,5.4,4.8,0.0,-0.6,0.1,71.4,2010,REGULAR
9,P. Manning,IND,13,L38-35vs. DAL,69.3,3.8,49,7.1,7.0,0.0,0.0,0.1,75.1,2010,REGULAR
10,D. Stanton,DET,13,L24-20vs. CHI,68.3,1.5,34,4.2,1.9,1.4,-0.9,-0.1,64.8,2010,REGULAR
11,M. Vick,PHI,13,W34-24vs. HOU,64.2,4.7,46,7.9,7.5,0.5,-0.2,-0.2,81.1,2010,REGULAR
12,T. Jackson,MIN,13,W38-14vs. BUF,61.5,2.2,28,3.2,1.4,1.0,-0.5,0.2,75.7,2010,REGULAR
13,J. Flacco,BAL,13,L13-10vs. PIT,58.7,0.9,45,4.4,1.1,0.9,-2.4,0.0,56.6,2010,REGULAR
14,J. Delhomme,CLE,13,W13-10at MIA,58.0,-0.1,37,2.9,1.6,0.0,-1.2,0.1,49.1,2010,REGULAR
15,M. Ryan,ATL,13,W28-24at TB,54.9,-0.3,40,2.8,2.6,0.0,0.0,0.2,47.2,2010,REGULAR
16,D. Garrard,JAX,13,W17-6at TEN,52.9,0.2,28,1.9,0.4,0.9,-0.4,0.1,52.4,2010,REGULAR
17,B. Roethlisberger,PIT,13,W13-10at BAL,52.2,-0.5,43,2.9,1.3,0.0,-1.5,0.1,45.7,2010,REGULAR
18,T. Smith,SF,13,L34-16at GB,42.8,-2.2,33,0.3,-1.3,-0.2,-1.9,-0.1,27.9,2010,REGULAR
19,P. Rivers,SD,13,L28-13vs. OAK,41.3,-0.2,47,2.2,0.7,0.0,-1.1,0.3,48.4,2010,REGULAR
20,S. Bradford,STL,13,W19-6at ARI,34.7,-2.1,33,0.5,-0.3,-0.3,-1.1,0.0,29.1,2010,REGULAR
21,E. Manning,NYG,13,W31-7vs. WSH,34.5,-1.0,30,0.8,0.8,0.0,0.0,0.0,38.9,2010,REGULAR
22,J. Freeman,TB,13,L28-24vs. ATL,34.0,-1.2,44,2.3,1.7,1.0,-0.6,-1.0,40.4,2010,REGULAR
23,D. McNabb,WSH,13,L31-7at NYG,28.2,-5.7,53,-0.7,-1.1,-1.1,-1.5,0.0,17.9,2010,REGULAR
24,M. Hasselbeck,SEA,13,W31-14vs. CAR,26.6,-2.2,37,0.7,-0.2,0.0,-0.7,0.2,30.2,2010,REGULAR
25,M. Cassel,KC,13,W10-6vs. DEN,23.4,-1.6,35,1.2,-0.3,0.1,-1.8,-0.3,34.2,2010,REGULAR
26,C. Henne,MIA,13,L13-10vs. CLE,23.0,-2.3,38,0.8,0.7,-0.3,-0.3,0.0,29.9,2010,REGULAR
27,J. Clausen,CAR,13,L31-14at SEA,21.2,-4.2,40,-0.7,-2.1,0.0,-1.2,0.2,18.4,2010,REGULAR
28,M. Sanchez,NYJ,13,L45-3at NE,17.9,-5.0,39,-1.1,-0.9,-0.3,-0.3,-0.2,13.8,2010,REGULAR
29,D. Anderson,ARI,13,L19-6vs. STL,15.1,-2.9,22,-1.1,-1.7,0.0,-0.5,0.2,13.7,2010,REGULAR
30,K. Collins,TEN,13,L17-6vs. JAX,12.7,-2.9,37,0.1,-0.7,-0.2,-0.2,0.7,25.1,2010,REGULAR
31,R. Fitzpatrick,BUF,13,L38-14at MIN,9.8,-5.1,32,-1.3,0.1,-1.4,-0.1,0.0,9.5,2010,REGULAR
32,K. Orton,DEN,13,L10-6at KC,8.9,-6.3,33,-3.5,-5.3,0.0,-2.0,-0.2,6.3,2010,REGULAR
1,P. Rivers,SD,14,W31-0vs. KC,93.9,5.6,30,5.1,4.5,0.3,-0.4,-0.1,93.3,2010,REGULAR
2,T. Brady,NE,14,W36-7at CHI,91.0,6.1,46,4.9,4.1,0.0,-0.8,0.0,86.7,2010,REGULAR
3,P. Manning,IND,14,W30-28at TEN,88.3,5.8,41,8.4,7.4,0.0,-0.4,0.6,88.0,2010,REGULAR
4,J. Campbell,OAK,14,L38-31at JAX,86.4,5.8,34,8.1,6.8,0.0,-1.3,-0.1,91.7,2010,REGULAR
5,D. Brees,NO,14,W31-13vs. STL,86.3,5.1,42,6.5,6.2,0.1,-0.2,0.0,84.9,2010,REGULAR
6,K. Collins,TEN,14,L30-28vs. IND,80.0,4.3,40,5.1,5.0,0.0,0.0,0.0,82.3,2010,REGULAR
7,M. Ryan,ATL,14,W31-10at CAR,78.2,3.5,40,4.6,3.1,-0.1,-1.0,0.6,77.6,2010,REGULAR
8,R. Fitzpatrick,BUF,14,W13-6vs. CLE,65.4,2.3,32,4.8,1.5,2.2,-0.8,0.3,73.0,2010,REGULAR
9,B. Roethlisberger,PIT,14,W23-7vs. CIN,61.6,1.8,40,4.7,1.8,0.8,-2.3,-0.1,65.3,2010,REGULAR
10,J. Kitna,DAL,14,L30-27vs. PHI,61.4,2.3,41,5.3,3.0,2.4,-0.1,-0.1,68.7,2010,REGULAR
11,D. Garrard,JAX,14,W38-31vs. OAK,61.0,1.6,30,3.9,1.6,1.4,-1.1,-0.1,67.9,2010,REGULAR
12,A. Smith,SF,14,W40-21vs. SEA,60.6,1.2,32,2.8,2.0,-0.5,-1.1,0.2,63.2,2010,REGULAR
13,M. Schaub,HOU,14,L34-28vs. BAL,59.6,1.9,67,5.1,3.2,0.4,-1.4,0.1,60.0,2010,REGULAR
14,D. McNabb,WSH,14,L17-16vs. TB,58.3,0.8,39,3.9,2.8,0.0,-1.2,-0.1,57.5,2010,REGULAR
15,M. Vick,PHI,14,W30-27at DAL,58.1,0.8,34,3.5,2.6,-0.4,-1.1,0.2,58.4,2010,REGULAR
16,J. Freeman,TB,14,W17-16at WSH,54.7,0.2,33,2.9,3.0,-0.6,-0.4,0.0,52.5,2010,REGULAR
17,J. Flacco,BAL,14,W34-28at HOU,49.1,1.7,44,4.3,1.7,0.0,-2.0,0.7,63.6,2010,REGULAR
18,D. Stanton,DET,14,W7-3vs. GB,33.5,-2.1,28,0.1,-2.4,1.5,-1.0,0.0,25.6,2010,REGULAR
19,E. Manning,NYG,14,W21-3at MIN,33.5,-2.0,40,1.0,0.5,0.0,-0.6,-0.1,33.1,2010,REGULAR
20,J. Cutler,CHI,14,L36-7vs. NE,28.1,-2.1,31,0.2,-0.9,0.4,-0.6,0.1,27.5,2010,REGULAR
21,M. Flynn,GB,14,L7-3at DET,25.3,-2.4,33,0.2,-1.0,0.2,-0.6,0.3,25.9,2010,REGULAR
22,M. Hasselbeck,SEA,14,L40-21at SF,23.6,-4.5,46,-0.4,-1.2,0.1,-0.8,-0.1,20.2,2010,REGULAR
23,C. Palmer,CIN,14,L23-7at PIT,19.3,-5.1,40,-1.4,-3.5,0.0,-1.2,0.9,14.3,2010,REGULAR
24,J. Skelton,ARI,14,W43-13vs. DEN,18.3,-3.0,43,0.4,-0.2,0.4,0.0,0.2,27.5,2010,REGULAR
25,M. Sanchez,NYJ,14,L10-6vs. MIA,13.5,-7.3,53,-2.9,-6.1,1.8,-1.6,-0.2,12.6,2010,REGULAR
26,K. Orton,DEN,14,L43-13at ARI,11.4,-7.8,48,-2.8,-3.1,-1.0,-0.9,0.5,9.0,2010,REGULAR
27,T. Jackson,MIN,14,L21-3vs. NYG,10.6,-7.1,40,-2.8,-4.1,0.1,-1.5,-0.3,7.6,2010,REGULAR
28,S. Bradford,STL,14,L31-13at NO,8.9,-6.6,39,-2.2,-3.7,0.2,-1.2,0.0,8.5,2010,REGULAR
29,B. Croyle,KC,14,L31-0at SD,7.9,-4.1,21,-1.5,-2.3,0.0,-0.8,0.0,5.8,2010,REGULAR
30,J. Delhomme,CLE,14,L13-6at BUF,6.3,-3.4,21,-1.7,-2.4,0.0,-0.6,0.0,9.1,2010,REGULAR
31,C. Henne,MIA,14,W10-6at NYJ,5.1,-6.2,27,-3.9,-5.5,-1.1,-2.5,0.1,3.8,2010,REGULAR
32,J. Clausen,CAR,14,L31-10vs. ATL,2.3,-7.6,31,-2.8,-4.8,0.0,-2.2,-0.1,3.0,2010,REGULAR
1,M. Vick,PHI,15,W38-31at NYG,89.7,5.4,49,7.0,-0.1,5.3,-1.7,0.1,82.8,2010,REGULAR
2,T. Tebow,DEN,15,L39-23at OAK,85.0,3.6,29,5.4,0.9,4.0,-0.4,0.2,85.4,2010,REGULAR
3,K. Collins,TEN,15,W31-17vs. HOU,84.8,5.7,31,6.0,4.6,0.0,-0.9,0.5,93.0,2010,REGULAR
4,P. Rivers,SD,15,W34-7vs. SF,84.1,3.5,29,4.4,4.4,0.0,-0.4,-0.4,84.8,2010,REGULAR
5,D. Stanton,DET,15,W23-20at TB,80.1,3.0,39,6.1,6.7,-0.5,0.0,-0.1,74.7,2010,REGULAR
6,C. McCoy,CLE,15,L19-17at CIN,79.7,2.6,29,4.3,2.7,0.0,-1.7,0.0,77.7,2010,REGULAR
7,M. Sanchez,NYJ,15,W22-17at PIT,79.3,2.4,34,5.0,3.4,1.4,-0.4,-0.1,72.7,2010,REGULAR
8,D. Brees,NO,15,L30-24at BAL,78.9,3.9,52,7.8,5.9,0.0,-1.6,0.3,74.3,2010,REGULAR
9,M. Ryan,ATL,15,W34-18at SEA,77.7,3.1,41,5.9,5.4,0.1,-0.1,0.2,74.6,2010,REGULAR
10,J. Cutler,CHI,15,W40-14at MIN,76.2,2.1,26,3.4,3.4,0.0,-0.1,-0.1,75.8,2010,REGULAR
11,E. Manning,NYG,15,L38-31vs. PHI,75.4,4.4,43,6.5,5.5,0.0,-1.0,0.0,80.8,2010,REGULAR
12,T. Brady,NE,15,W31-27vs. GB,75.4,1.5,28,3.7,2.2,0.0,-1.6,-0.1,67.6,2010,REGULAR
13,J. Kitna,DAL,15,W33-30vs. WSH,73.5,3.9,44,6.7,6.1,-0.2,-0.7,0.0,78.0,2010,REGULAR
14,R. Fitzpatrick,BUF,15,W17-14at MIA,72.4,1.4,32,3.8,3.5,-0.2,-0.8,-0.2,64.7,2010,REGULAR
15,P. Manning,IND,15,W34-24vs. JAX,68.7,4.8,42,7.8,7.5,0.0,-0.5,-0.2,83.4,2010,REGULAR
16,B. Roethlisberger,PIT,15,L22-17vs. NYJ,65.8,2.1,48,5.8,3.0,1.1,-1.5,0.2,65.2,2010,REGULAR
17,D. Garrard,JAX,15,L34-24at IND,62.3,1.2,45,3.8,3.9,-1.3,-0.6,0.6,59.3,2010,REGULAR
18,C. Palmer,CIN,15,W19-17vs. CLE,55.3,1.0,26,3.1,3.1,0.1,0.0,-0.1,63.9,2010,REGULAR
19,M. Schaub,HOU,15,L31-17at TEN,53.9,0.6,64,2.9,0.8,0.0,-1.8,0.3,53.3,2010,REGULAR
20,C. Henne,MIA,15,L17-14vs. BUF,51.1,2.5,49,6.1,5.2,0.0,-1.1,-0.2,67.1,2010,REGULAR
21,J. Freeman,TB,15,L23-20vs. DET,50.8,1.1,47,4.9,2.4,0.9,-1.7,-0.1,58.5,2010,REGULAR
22,J. Flacco,BAL,15,W30-24vs. NO,40.1,-0.3,27,1.7,0.1,0.1,-1.7,-0.3,45.7,2010,REGULAR
23,C. Whitehurst,SEA,15,L34-18vs. ATL,40.0,-0.2,24,0.4,-0.3,0.6,-0.1,0.0,46.7,2010,REGULAR
24,J. Webb,MIN,15,L40-14vs. CHI,37.9,-1.8,40,0.7,-2.8,1.8,-1.3,0.3,34.2,2010,REGULAR
25,R. Grossman,WSH,15,L33-30at DAL,34.5,-2.3,52,1.6,-0.6,0.0,-2.2,0.1,34.7,2010,REGULAR
26,J. Campbell,OAK,15,W39-23vs. DEN,31.0,-0.6,31,1.7,-0.2,2.0,0.0,-0.2,42.9,2010,REGULAR
27,M. Flynn,GB,15,L31-27at NE,24.4,-4.8,47,-1.0,-3.4,-0.4,-2.6,0.1,19.2,2010,REGULAR
28,J. Skelton,ARI,15,L19-12at CAR,24.1,-3.4,39,-0.2,-2.0,0.7,-0.9,0.2,22.3,2010,REGULAR
29,J. Clausen,CAR,15,W19-12vs. ARI,19.9,-2.3,24,-0.3,-0.6,-0.7,-0.9,0.0,20.1,2010,REGULAR
30,A. Smith,SF,15,L34-7at SD,11.1,-6.1,36,-1.9,-3.0,-0.6,-1.6,0.0,8.2,2010,REGULAR
31,M. Hasselbeck,SEA,15,L34-18vs. ATL,9.2,-2.9,20,-1.1,-2.3,0.1,-1.1,-0.1,11.7,2010,REGULAR
1,C. Palmer,CIN,16,W34-20vs. SD,99.5,8.6,23,9.7,10.0,-0.4,0.0,0.1,99.5,2010,REGULAR
2,A. Rodgers,GB,16,W45-17vs. NYG,93.5,6.8,41,8.6,6.2,1.7,-0.7,0.0,91.3,2010,REGULAR
3,J. Freeman,TB,16,W38-15vs. SEA,87.6,4.9,32,6.7,4.6,0.9,-1.3,-0.1,89.7,2010,REGULAR
4,M. Cassel,KC,16,W34-14vs. TEN,85.0,5.8,41,5.8,6.5,-0.8,-0.2,-0.1,88.0,2010,REGULAR
5,S. McGee,DAL,16,L27-26at ARI,82.8,2.3,23,3.9,2.7,0.0,-0.6,0.5,80.5,2010,REGULAR
6,J. Flacco,BAL,16,W20-10at CLE,82.2,2.5,22,4.0,1.9,1.7,-0.5,0.0,83.3,2010,REGULAR
7,M. Sanchez,NYJ,16,L38-34at CHI,82.1,2.9,38,5.9,5.9,0.0,0.0,0.0,74.8,2010,REGULAR
8,S. Hill,DET,16,W34-27at MIA,77.9,1.9,30,4.2,1.5,1.3,-1.2,0.2,71.1,2010,REGULAR
9,J. Webb,MIN,16,W24-14at PHI,75.3,3.1,36,5.8,1.9,1.7,-1.7,0.4,77.1,2010,REGULAR
10,P. Rivers,SD,16,L34-20at CIN,70.7,2.4,44,4.5,3.8,0.1,-0.1,0.4,68.1,2010,REGULAR
11,B. Roethlisberger,PIT,16,W27-3vs. CAR,69.7,2.9,40,3.8,4.4,-1.8,-0.7,0.4,73.3,2010,REGULAR
12,T. Brady,NE,16,W34-3at BUF,69.5,2.9,34,3.4,3.1,0.3,-0.1,-0.1,77.1,2010,REGULAR
13,J. Cutler,CHI,16,W38-34vs. NYJ,68.9,1.8,34,4.5,2.2,1.1,-1.0,0.2,68.3,2010,REGULAR
14,P. Manning,IND,16,W31-26at OAK,64.7,1.7,38,4.6,2.3,0.4,0.0,1.9,65.3,2010,REGULAR
15,D. Brees,NO,16,W17-14at ATL,57.5,1.1,52,5.2,5.1,0.0,-0.3,-0.2,57.4,2010,REGULAR
15,E. Manning,NYG,16,L45-17at GB,57.5,-0.9,37,1.4,0.6,0.4,-0.3,0.2,41.1,2010,REGULAR
17,M. Ryan,ATL,16,L17-14vs. NO,54.1,1.1,34,3.8,0.8,1.1,-0.6,1.2,60.8,2010,REGULAR
18,M. Schaub,HOU,16,L24-23at DEN,53.3,0.9,35,3.5,4.4,-1.0,0.0,0.0,59.1,2010,REGULAR
19,M. Vick,PHI,16,L24-14vs. MIN,46.6,0.5,61,4.9,1.1,0.6,-2.5,0.7,53.1,2010,REGULAR
20,J. Skelton,ARI,16,W27-26vs. DAL,42.2,-0.1,30,2.2,1.7,0.1,-0.2,0.1,49.3,2010,REGULAR
21,D. Garrard,JAX,16,L20-17vs. WSH,41.5,-0.5,49,3.3,-0.5,2.4,-1.6,-0.1,46.1,2010,REGULAR
22,C. Henne,MIA,16,L34-27vs. DET,40.5,-0.2,55,4.0,4.5,-1.1,-0.6,0.0,48.6,2010,REGULAR
23,T. Tebow,DEN,16,W24-23vs. HOU,37.6,1.1,39,3.9,1.5,1.6,-0.4,0.4,60.1,2010,REGULAR
24,J. Kitna,DAL,16,L27-26at ARI,31.3,-2.1,28,0.1,-0.9,-0.5,-1.1,0.5,26.0,2010,REGULAR
25,C. McCoy,CLE,16,L20-10vs. BAL,23.7,-2.8,34,0.0,-0.2,0.2,0.0,-0.1,24.0,2010,REGULAR
26,J. Campbell,OAK,16,L31-26vs. IND,23.3,-3.6,49,0.3,0.3,-1.3,-1.5,-0.2,26.1,2010,REGULAR
27,R. Grossman,WSH,16,W20-17at JAX,17.0,-3.2,44,0.3,0.6,0.1,-0.2,-0.6,26.3,2010,REGULAR
28,K. Collins,TEN,16,L34-14at KC,15.7,-6.4,44,-1.5,-1.2,-1.2,-1.0,-0.1,11.4,2010,REGULAR
